Título,Año,Directores,Metascore
Soul,2020,Pete Docter,83
Palm Springs,2020,Max Barbakow,83
Minari,2020,Lee Isaac Chung,89
Hamilton,2020,Thomas Kail,88
Nomadland,2020,Chloé Zhao,87
The Father,2020,Florian Zeller,88
Wolfwalkers,2020,"Tomm Moore, Ross Stewart",87
Da 5 Bloods,2020,Spike Lee,82
Never Rarely Sometimes Always,2020,Eliza Hittman,92
Ma Rainey’s Black Bottom,2020,George C. Wolfe,87
My Octopus Teacher,2020,"Philippa Ehrlich, James Reed",82
