Título,Año,Directores,Metascore
Sinners,2025,Ryan Coogler,84
Weapons,2025,Zach Cregger,81
Marty Supreme,2025,Josh Safdie,89
One Battle After Another,2025,Paul Thomas Anderson,95
Hamnet,2025,Chloé Zhao,84
Sentimental Value,2025,Joachim Trier,86
No Other Choice,2025,Park Chan-wook,86
Train Dreams,2025,Clint Bentley,88
The Secret Agent,2025,Kleber Mendonça Filho,91
"Sorry, Baby",2025,Eva Victor,90
Black Bag,2025,Steven Soderbergh,85
It Was Just an Accident,2025,Jafar Panahi,91
